id,example_ja,example_zh
n1_egg_2190,川の堰で水量を調整している。,用河上的堰調整水量。
n1_egg_2191,先輩の苦言を受け止めて、資料を作り直した。,接受前輩的逆耳提醒後，重新做了資料。
n1_egg_2192,耳慣れた曲が店内に流れていた。,店內播放著耳熟的曲子。
n1_egg_2193,話がそれたので、本筋に戻そう。,話題偏掉了，回到本題吧。
n1_egg_2194,散歩中のひらめきから新しい案が生まれた。,散步時的靈光一閃催生了新方案。
n1_egg_2195,少ない元手で店を始めた。,用少量本錢開始開店。
n1_egg_2196,郷土史の資料を編纂する作業に参加した。,參與了編纂鄉土史資料的工作。
n1_egg_2197,彼は理系から文学研究へ転向した。,他從理科轉向文學研究。
n1_egg_2198,問い合わせが増えたため、窓口を増員した。,因詢問增加，窗口增員了。
n1_egg_2199,修理が長引き、費用がかさんだ。,修理拖久後，費用增加了。
n1_egg_2200,限定商品は発売当日に完売した。,限定商品在發售當天完售。
n1_egg_2201,赤字分を予備費で補塡した。,用預備費填補了赤字部分。
n1_egg_2202,人件費の増加で利益が圧迫されている。,人事成本增加，壓縮了獲利。
n1_egg_2203,祖父の死後、家族はしばらく喪に服した。,祖父過世後，家人服喪了一段時間。
n1_egg_2204,広告で利用者の注意を喚起する。,透過廣告提醒使用者注意。
n1_egg_2205,彼は事故当日の様子を克明に記録していた。,他詳細記錄了事故當天的情況。
n1_egg_2206,植木鉢を窓辺に並べた。,把花盆排在窗邊。
n1_egg_2207,近所の医院で予防接種を受けた。,在附近診所打了預防針。
n1_egg_2208,長く続いた争いはようやく終息した。,持續很久的爭端終於平息。
n1_egg_2209,革の靴は手入れをすると長持ちする。,皮鞋保養得好就會耐用。
n1_egg_2210,品質を上げると価格も上がるというジレンマがある。,提高品質就會提高價格，形成兩難。
n1_egg_2211,自画自賛に聞こえるが、この企画には自信がある。,聽起來像自賣自誇，但我對這個企劃有信心。
n1_egg_2212,弟は来月、私立中学の入学試験を受ける。,弟弟下個月要參加私立國中的入學考試。
n1_egg_2213,必要な備品をリストアップした。,列出了需要的備品。
n1_egg_2214,生殖の仕組みを理科の授業で学んだ。,在自然課學了生殖機制。
n1_egg_2215,内部資料の流出で不正が明るみに出た。,內部資料外流讓不法行為曝光。
n1_egg_2216,契約書の署名には弁護士が立ち会った。,律師在合約簽署時在場見證。
n1_egg_2217,教育機会の不平等をなくす取り組みが進んでいる。,消除教育機會不平等的措施正在推進。
n1_egg_2218,このスープは滋養があり、病後の体にやさしい。,這道湯很滋養，對病後身體很溫和。
n1_egg_2219,責任を問われると、彼は急に逃げ腰になった。,被追問責任時，他突然變得退縮。
n1_egg_2221,制服を変えて店の印象を一新した。,更換制服刷新了店的印象。
n1_egg_2222,旅先で見た風景から新作の着想を得た。,從旅途中看到的風景得到新作品的構想。
n1_egg_2223,古い図書館は地域史資料の宝庫だ。,老圖書館是地方史資料的寶庫。
n1_egg_2224,世俗の評価に振り回されず、自分の研究を続けた。,不被世俗評價左右，持續自己的研究。
n1_egg_2225,質問は随時受け付けます。,問題隨時受理。
n1_egg_2226,後継者が見つからず、店は廃業した。,找不到接班人，店家歇業了。
n1_egg_2227,空港の発着情報を画面で確認した。,在螢幕上確認機場起降資訊。
n1_egg_2228,夜明け前の空がしらじらと明るくなってきた。,黎明前的天空漸漸發白。
n1_egg_2229,島々を結ぶ船が一日数便出ている。,連接各島的船一天有好幾班。
n1_egg_2230,古今の名作を集めた展覧会が開かれた。,舉辦了匯集古今名作的展覽。
n1_egg_2231,友人は児童書のイラストレーターとして働いている。,朋友擔任兒童書插畫家。
n1_egg_2232,利用者の増加に合わせて駐輪場を増設した。,配合使用者增加，增設了自行車停車區。
n1_egg_2233,祖母は海辺の平屋で一人暮らしをしている。,祖母獨自住在海邊的平房。
n1_egg_2234,同窓会の幹事を引き受けた。,接下了同學會幹事工作。
n1_egg_2235,朝になると庭で小鳥がさえずる。,一到早上，庭院裡小鳥啾啾叫。
n1_egg_2236,この論文は彼の研究の集大成と言える。,這篇論文可說是他研究的集大成。
n1_egg_2237,物流が止まると、店頭の商品もすぐ不足する。,物流一停止，店面商品很快就會不足。
n1_egg_2238,球状のライトが天井から下がっている。,球狀燈具從天花板垂下。
n1_egg_2239,外的な要因だけで失敗を説明するのは無理がある。,只用外在因素解釋失敗有些勉強。
n1_egg_2240,議論が複雑になったので、原点に立ち返った。,討論變複雜後，回到原點重新思考。
n1_egg_2241,この店のジャムはすべて自家製だ。,這家店的果醬全是自家製。
n1_egg_2242,故障に備えてスペアの部品を用意した。,為了因應故障，準備了備用零件。
n1_egg_2243,仕事柄、海外のニュースを毎朝確認している。,由於工作性質，每天早上都會確認海外新聞。
n1_egg_2244,汚職事件で市長が辞職した。,市長因貪汙事件辭職。
n1_egg_2245,客層に合わせて店内の音楽を変えた。,配合客層改變了店內音樂。
n1_egg_2246,山肌が朝日に照らされて赤く見えた。,山坡表面被朝陽照得看起來泛紅。
n1_egg_2247,水槽の中で幼虫が動いていた。,水槽裡有幼蟲在動。
n1_egg_2248,彼の誠実な対応は多くの信頼を博した。,他誠實的應對博得許多信任。
n1_egg_2249,冬になると手ががさがさになる。,一到冬天，手就會乾燥粗糙。
n1_egg_2250,台風の夜、漁船が岩場に乗り上げた。,颱風夜裡，漁船擱淺在岩石區。
n1_egg_2251,週末はカジュアルな服装で出勤できる。,週末可以穿休閒服上班。
n1_egg_2252,一体全体、誰がこんな時間に電話してきたのか。,到底是誰在這種時間打電話來？
n1_egg_2253,一次審査を通過した応募者に連絡した。,聯絡了通過第一次審查的應徵者。
n1_egg_2254,地域活動の担い手が高齢化している。,地方活動的承擔者逐漸高齡化。
n1_egg_2255,記者は発言の変化から方針転換を嗅ぎ取った。,記者從發言變化察覺到方針轉變。
n1_egg_2256,物価が上がり、世知辛い世の中になった。,物價上漲，世道變得艱難。
n1_egg_2257,短い言葉の奥に深遠な思想がある。,簡短話語背後有深遠思想。
n1_egg_2258,家族で鍋を囲み、すき焼きを食べた。,全家圍著鍋吃壽喜燒。
n1_egg_2259,薄っぺらな批判では相手に届かない。,膚淺的批評無法打動對方。
n1_egg_2260,秋になると銀杏の実が道に落ちる。,一到秋天，銀杏果會掉在路上。
n1_egg_2261,古書店で明治時代の小説を見つけた。,在古書店找到明治時代的小說。
n1_egg_2262,価格重視一辺倒では、品質への信頼を失う。,若一面倒重視價格，會失去對品質的信任。
n1_egg_2263,雨が少なく、川の水量が減っている。,雨量少，河川水量正在減少。
n1_egg_2264,春の朝、裏山で鶯が鳴いていた。,春天早晨，後山有鶯在鳴叫。
n1_egg_2265,川上から流れてきた枝が橋に引っかかった。,從上游漂來的樹枝卡在橋上。
n1_egg_2266,彼は再生医療の第一人者として知られている。,他以再生醫療權威人物聞名。
n1_egg_2267,会社は海外市場への進出をもくろんでいる。,公司正盤算進軍海外市場。
n1_egg_2268,スープを保温できる容器に入れた。,把湯裝進能保溫的容器裡。
n1_egg_2269,バブル崩壊後、土地の価格は大きく下がった。,泡沫破裂後，土地價格大幅下跌。
n1_egg_2270,旅先の音から曲のインスピレーションを得た。,從旅途中的聲音得到作曲靈感。
n1_egg_2271,小さなさじで砂糖を量った。,用小湯匙量砂糖。
n1_egg_2272,追い込まれてからチームの底力が出た。,被逼到絕境後，團隊展現了底力。
n1_egg_2273,感染症の撲滅を目指し、予防接種を広げた。,為了撲滅傳染病，擴大了預防接種。
n1_egg_2274,別のアングルから撮ると建物の印象が変わる。,從不同角度拍攝，建築物印象會改變。
n1_egg_2275,直観だけで決めず、数字も確認した。,不只憑直覺決定，也確認了數字。
n1_egg_2276,この二つの問題は別個に考えたほうがよい。,這兩個問題最好個別思考。
n1_egg_2277,修理完了のめどはまだ立っていない。,修理完成的時間還沒有眉目。
n1_egg_2278,彼は約束を何度も破り、挙句の果てに連絡も絶った。,他多次失約，最後竟然連聯絡都斷了。
n1_egg_2279,寒い夜に薄手のストールを巻いた。,寒冷夜晚圍上薄披肩。
n1_egg_2280,この湖の水深は場所によって大きく違う。,這座湖的水深依地點差異很大。
n1_egg_2281,似た意見ばかりでは議論が同質になりすぎる。,若都是類似意見，討論會過於同質。
n1_egg_2282,調査は地域ごとの格差を浮き彫りにした。,調查突顯了各地區差距。
n1_egg_2283,パンを薄くスライスして皿に並べた。,把麵包切成薄片排在盤子上。
n1_egg_2284,二十世紀初頭の写真が展示されている。,展出了二十世紀初期的照片。
n1_egg_2285,彼は気難しい馬を根気よく手なずけた。,他耐心馴服了難搞的馬。
n1_egg_2286,彼女は海辺の町に生まれ落ちた。,她出生在海邊小鎮。
n1_egg_2287,そんなせこい計算ばかりしていると信用を失う。,老是做那種小氣算計會失去信用。
n1_egg_2288,文化財を保全するため、修復計画が進んでいる。,為了維護文化財，修復計畫正在進行。
n1_egg_2289,秋の空を雁の群れが渡っていった。,一群大雁飛過秋天的天空。
n1_egg_2290,古い屏風には金色の山が描かれている。,老屏風上畫著金色的山。
n1_egg_2291,若い力士が横綱に挑んだ。,年輕力士挑戰橫綱。
n1_egg_2292,この湾では牡蠣の養殖が盛んだ。,這個海灣牡蠣養殖很興盛。
n1_egg_2293,センサーの誤作動で警報が鳴った。,感測器誤動作導致警報響起。
n1_egg_2294,職人が丹精込めて作った器だ。,這是工匠傾注心血製作的器皿。
n1_egg_2295,まず大ざっぱに全体の流れを説明する。,先粗略說明整體流程。
n1_egg_2296,企画を最初から練り直すことになった。,企劃必須從頭重新推敲。
n1_egg_2297,落葉を集めて腐葉土を作った。,收集落葉做成腐葉土。
n1_egg_2298,薬の副作用に留意する。,留意藥物副作用。
n1_egg_2299,救命講習で心肺蘇生を学んだ。,在救命講習中學了心肺復甦。
n1_egg_2300,台所から焦げ臭いにおいがした。,廚房傳來燒焦味。
n1_egg_2301,講演の録画は後日視聴できる。,演講錄影日後可以收看。
n1_egg_2302,数ある候補から一つを選び取った。,從眾多候選中挑選出一個。
n1_egg_2303,車中で一晩を過ごすのは思ったより疲れる。,在車內過一晚比想像中累。
n1_egg_2304,駅前に特設ステージが設けられた。,車站前設置了特設舞台。
n1_egg_2305,防水の靴なら雨の日でも歩きやすい。,防水鞋在雨天也好走。
n1_egg_2306,温泉に入ると体のこわばりがほぐれる。,泡溫泉後，身體僵硬感會放鬆。
n1_egg_2307,彼の武勇伝は話半分に聞いておいたほうがいい。,他的英勇事蹟聽一半信一半就好。
n1_egg_2308,限られた時間で新しい案をひねり出した。,在有限時間內絞盡腦汁想出新方案。
n1_egg_2309,古い規制を撤廃して新規参入を促した。,廢止舊規定以促進新業者進入。
n1_egg_2310,結論を先延ばしにしても状況はよくならない。,拖延結論也不會讓狀況變好。
n1_egg_2311,新人の積極性を評価したい。,想肯定新人的積極性。
n1_egg_2312,領収書を一まとめにして保管した。,把收據彙整在一起保存。
n1_egg_2313,納期に間に合わせるため、工程を見直した。,為了趕上交期，重新檢討流程。
n1_egg_2314,人と自然の共生を目指した街づくりを進める。,推動以人與自然共生為目標的城市規劃。
n1_egg_2315,個人情報の漏洩を防ぐ体制を整えた。,建立防止個資洩漏的體制。
n1_egg_2316,利益だけを狙うハイエナのような業者もいる。,也有只盯著利益的投機業者。
n1_egg_2318,紫外線を避けるため帽子をかぶった。,為了避開紫外線戴上帽子。
n1_egg_2319,事故の責任を最後まで追究する。,追究事故責任到底。
n1_egg_2320,庭木の枝を短く切りそろえた。,把庭木枝條修短整齊。
n1_egg_2321,冒頭の一文で読者に強い印象を印象づけた。,開頭一句話讓讀者留下強烈印象。
n1_egg_2322,彼女の所作はとてもエレガントだ。,她的舉止非常優雅。
n1_egg_2323,二つの作品を対照して特徴を整理した。,對照兩部作品後整理出特色。
n1_egg_2324,イデオロギーの違いが議論を難しくしている。,意識形態差異讓討論變得困難。
n1_egg_2325,人口減少の趨勢はしばらく続くと見られる。,人口減少趨勢預計會持續一段時間。
n1_egg_2326,期限までに必要な書類を納入した。,在期限前交付了必要文件。
n1_egg_2327,対応が後手に回り、被害が広がった。,應對落後一步，導致損害擴大。
n1_egg_2328,一読しただけでは、この文章の意図はつかみにくい。,只讀過一遍，很難掌握這篇文章的意圖。
n1_egg_2329,若手俳優を主役に起用した。,起用年輕演員擔任主角。
n1_egg_2330,機械にほこりよけの覆いをかけた。,替機器蓋上防塵罩。
n1_egg_2331,話し合ううちに誤解がほどけた。,談著談著，誤會就解開了。
n1_egg_2332,無理な運動で膝を傷めた。,因勉強運動弄傷了膝蓋。
n1_egg_2333,会社から作業用の端末を貸与された。,公司出借了工作用裝置。
n1_egg_2334,作業のピッチを上げて締切に間に合わせた。,加快作業節奏趕上期限。
n1_egg_2335,提出した企画は残念ながら没になった。,提交的企劃很遺憾沒有被採用。
n1_egg_2336,アナログの時計は針の動きが見える。,類比時鐘可以看見指針移動。
n1_egg_2337,同じ目標を持つことで連帯感が生まれた。,擁有相同目標後產生了連帶感。
n1_egg_2338,横着して確認を省くと、後で必ず困る。,偷懶省略確認，之後一定會很麻煩。
n1_egg_2339,高学年の児童が低学年を案内した。,高年級學生帶領低年級學生。
n1_egg_2340,無色の液体だが、強いにおいがある。,雖然是無色液體，但有強烈氣味。
n1_egg_2341,この店は味噌ラーメンの元祖を名乗っている。,這家店自稱是味噌拉麵元祖。
n1_egg_2342,後書きには執筆中の苦労が書かれていた。,後記中寫著寫作時的辛苦。
n1_egg_2343,けがをした犬を獣医に診てもらった。,帶受傷的狗去給獸醫看。
n1_egg_2344,限られた時間で情報を取捨選択する。,在有限時間內取捨選擇資訊。
n1_egg_2345,限定品の転売を防ぐため購入数を制限した。,為了防止限定品轉賣，限制購買數量。
n1_egg_2346,週末に地域住民の集いが開かれた。,週末舉辦了地方居民聚會。
n1_egg_2347,支払い方法を事前に取り決めた。,事先約定了付款方式。
n1_egg_2348,彼女の美意識は作品の細部に表れている。,她的美感體現在作品細節中。
n1_egg_2349,この素材は温度によって伸縮する。,這種材料會隨溫度伸縮。
n1_egg_2350,庭の草をほったらかすと、すぐ伸びてしまう。,把庭院雜草放著不管，很快就會長高。
n1_egg_2351,朝晩の冷え込みが厳しくなってきた。,早晚變得越來越冷。
n1_egg_2352,紀元前の遺跡が砂漠で見つかった。,在沙漠中發現了西元前的遺跡。
n1_egg_2353,夜景を撮るために三脚を立てた。,為了拍夜景架起三腳架。
n1_egg_2354,彼は市長選への出馬を表明した。,他宣布參選市長。
n1_egg_2355,退院後の高齢者を支える受け皿が不足している。,支撐高齡者出院後生活的接收機制不足。
n1_egg_2356,理由も分からず待たされて、気分がむしゃくしゃした。,不知道理由地被迫等待，心情很煩躁。
n1_egg_2357,試験は厳正に実施された。,考試嚴格公正地實施。
n1_egg_2358,申請の都度、本人確認が必要になる。,每次申請都需要身分確認。
n1_egg_2359,口コミで評判が広がり、予約が増えた。,口碑傳開後，預約增加了。
n1_egg_2360,山あいの村落で古い祭りが続いている。,山間村落持續舉辦古老祭典。
n1_egg_2361,彼は数年間フリーターとして働いた後、専門学校に入った。,他當了幾年自由打工族後進入專門學校。
n1_egg_2362,血気盛んな若者たちが議論を始めた。,血氣方剛的年輕人開始討論。
n1_egg_2363,原価が上がり、販売価格も見直した。,成本上升，因此也重新檢討售價。
n1_egg_2364,彼はせかせかと資料を片付けて出て行った。,他急急忙忙收好資料後出去了。
n1_egg_2365,食堂の日替わり定食を楽しみにしている。,很期待餐廳每日更換的定食。
n1_egg_2366,発表の主旨を最初に明確にした。,一開始就明確說明發表主旨。
n1_egg_2367,意見が飛び交う中で、方向性が見えてきた。,意見交錯之中，方向逐漸清楚。
n1_egg_2368,発酵には微生物の働きが関わっている。,發酵和微生物的作用有關。
n1_egg_2369,哺乳類の多くは子に乳を与える。,多數哺乳類會哺乳給幼崽。
n1_egg_2370,島は本州の東南に位置している。,那座島位於本州東南方。
n1_egg_2371,私事で恐縮ですが、明日は休みをいただきます。,因個人私事不好意思，明天想請假。
n1_egg_2372,今年度の収支を一覧にまとめた。,把本年度收支整理成一覽表。
n1_egg_2373,潜在的な需要を掘り起こす。,挖掘潛在需求。
n1_egg_2374,原油価格の上昇は食品価格にも波及した。,原油價格上漲也波及食品價格。
n1_egg_2375,孵化したばかりのひよこが箱の中で鳴いている。,剛孵化的小雞在箱子裡叫。
n1_egg_2376,新興企業が海外市場で躍進している。,新創企業在海外市場快速躍進。
n1_egg_2377,気を遣いすぎて神経をすり減らした。,太過顧慮別人而耗損心神。
n1_egg_2378,送料は別途かかります。,運費另計。
n1_egg_2379,公園は地域住民の憩いの場になっている。,公園成了地方居民休憩的場所。
n1_egg_2380,彼は上司にもずけずけ意見を言う。,他連對主管也毫不客氣地表達意見。
n1_egg_2381,空港ターミナルで友人と待ち合わせた。,在機場航廈和朋友會合。
n1_egg_2382,発病から治療開始までの時間が短いほどよい。,從發病到開始治療的時間越短越好。
n1_egg_2383,ジャーナリズムには権力を監視する役割がある。,新聞業有監督權力的角色。
n1_egg_2384,医師は市民向けの啓蒙活動に力を入れている。,醫師致力於面向市民的啟蒙活動。
n1_egg_2385,失言の後、彼への風当たりは強くなった。,失言之後，他面對的批評壓力變強了。
n1_egg_2386,イントネーションが少し違うだけで印象が変わる。,語調只要稍微不同，印象就會改變。
n1_egg_2387,季節感を先取りした商品が並んでいる。,架上排著搶先呈現季節感的商品。
n1_egg_2388,円とドルの交換レートを確認した。,確認了日圓和美元的兌換匯率。
n1_egg_2389,荷物を配送先ごとに仕分けした。,依照配送地點分類包裹。
n1_egg_2390,通路の箱をどけてください。,請把走道上的箱子移開。
n1_egg_2391,墨の濃淡だけで山の奥行きを表している。,只用墨色濃淡表現山的深度。
n1_egg_2392,父は科学の月刊誌を毎月読んでいる。,父親每個月都讀科學月刊。
n1_egg_2393,銀行に口座番号を照会した。,向銀行查詢帳號。
n1_egg_2394,操作に習熟するまで、何度も練習した。,反覆練習直到熟悉操作。
n1_egg_2395,地域産業の振興を目的に補助金が設けられた。,為了振興地方產業設立了補助金。
n1_egg_2396,彼は冷静な医師という役柄を演じた。,他飾演冷靜醫師這個角色類型。
n1_egg_2397,この映画は戦後の実話をもとにしている。,這部電影根據戰後真人真事改編。
n1_egg_2398,水族館では多くの魚類を観察できる。,在水族館可以觀察許多魚類。
n1_egg_2399,彼女は独学でプログラミングを学んだ。,她靠自學學會程式設計。
n1_egg_2400,医療機関と行政が緊密に連携している。,醫療機構與行政單位密切合作。
n1_egg_2401,申込書の空欄には、該当しない場合も斜線を引いてください。,申請書的空白欄位即使不適用，也請畫上斜線。
n1_egg_2402,彼は異色の経歴を持つ研究者として注目されている。,他以擁有獨特經歷的研究者身分受到矚目。
n1_egg_2403,朝起きると、窓の外には一面の雪景色が広がっていた。,早上起床時，窗外展開一片雪景。
n1_egg_2404,市は新しい工場の誘致に向けて、税制優遇を検討している。,市政府為了爭取新工廠進駐，正在研議稅務優惠。
n1_egg_2405,この神社の鳥居には、地元で育った檜が使われている。,這座神社的鳥居使用了在當地生長的檜木。
n1_egg_2406,駅前の店では、各地の物産を集めたフェアが開かれている。,車站前的店正在舉辦匯集各地物產的展售活動。
n1_egg_2407,実験では室温を二十五度に保つ必要がある。,實驗中必須把室溫維持在二十五度。
n1_egg_2408,野菜は流水でよくすすいでから調理してください。,蔬菜請用流動的水充分沖洗後再料理。
n1_egg_2409,現職の知事は、来月の選挙にも出馬する意向を示した。,現任知事表示有意參加下個月的選舉。
n1_egg_2410,資料が不十分なまま即断するのは危険だ。,資料不充分就立刻下判斷很危險。
n1_egg_2411,祭りの日、駅前は人で溢れ返っていた。,祭典當天，車站前擠滿了人。
n1_egg_2412,彼女は留学してから英語力がめきめき伸びた。,她留學後英文能力快速進步。
n1_egg_2413,物語はいよいよ最大の山場を迎える。,故事終於迎來最大的高潮。
n1_egg_2414,彼の分析力は同世代の研究者の中でも抜きん出ている。,他的分析能力在同世代研究者之中也特別突出。
n1_egg_2415,この植物は寒冷地でもよく生育する。,這種植物即使在寒冷地區也能良好生長。
n1_egg_2416,午後から激しい雷雨になり、試合は中止された。,下午開始下起猛烈雷雨，比賽因此取消。
n1_egg_2417,人員の充足を待って、新しい部署を立ち上げる。,等人力補足後，再成立新的部門。
n1_egg_2418,初歩的な確認を怠り、大きなへまをしてしまった。,因為疏忽基本確認，結果出了大包。
n1_egg_2419,兄は大学でラグビー部に入り、毎日練習している。,哥哥在大學加入橄欖球社，每天練習。
n1_egg_2420,株主から経営方針について厳しい質問が相次いだ。,股東接連針對經營方針提出嚴厲問題。
n1_egg_2421,ホテルは駅からほど近い場所にある。,飯店位在離車站不遠的地方。
n1_egg_2422,古いソファはばねが弱って、座ると深く沈む。,舊沙發的彈簧變弱，一坐下去就深深陷下。
n1_egg_2423,彼は自分の写真ばかり投稿するナルシストだと言われている。,他老是上傳自己的照片，被說是自戀者。
n1_egg_2424,この金額の支出には部長の決裁が要る。,這筆金額的支出需要部長核准。
n1_egg_2425,重要な書類は鍵付きのキャビネットに保管している。,重要文件保存在附鎖的收納櫃裡。
n1_egg_2426,華やかに見える会社だが、内実は赤字続きだった。,那家公司看起來光鮮，實際狀況卻是連年虧損。
n1_egg_2427,翻訳だけでなく原文にも目を通した。,我不只看譯文，也看過原文。
n1_egg_2428,幼い弟は聞き分けがよく、外出先でも困らせない。,年幼的弟弟很懂事，在外面也不會讓人困擾。
n1_egg_2429,これは縦割り行政の弊害の最たる例だ。,這是縱向分工行政弊病最典型的例子。
n1_egg_2430,先年訪れた町の風景が、今も忘れられない。,前幾年造訪過的城鎮風景，至今仍難以忘懷。
n1_egg_2431,概算だけでもよいので、移転費用を試算してほしい。,即使只是粗估也可以，希望你試算搬遷費用。
n1_egg_2432,彼は市議選で落選したが、政治活動は続けている。,他在市議員選舉中落選，但仍持續政治活動。
n1_egg_2433,動物園のコアラは一日の大半を眠って過ごす。,動物園裡的無尾熊一天大半時間都在睡覺。
n1_egg_2434,就職を機に親元を離れて一人暮らしを始めた。,我趁著就職離開父母家，開始一個人生活。
n1_egg_2435,若い芸術家たちが海外へ羽ばたく機会を増やしたい。,希望增加年輕藝術家展翅走向海外的機會。
n1_egg_2436,その議論には、前提を取り違える誤謬がある。,那個論述有弄錯前提的謬誤。
n1_egg_2437,会社は今、成長か縮小かの岐路に立っている。,公司現在正站在成長或縮小的分歧點上。
n1_egg_2438,祖父は骨董を集めるのが趣味だった。,祖父的興趣是收藏古董。
n1_egg_2439,晩餐会は地元の食材をふんだんに使った饗宴となった。,晚宴成了一場大量使用在地食材的盛宴。
n1_egg_2440,投手は最後まで安定した投球を見せた。,投手直到最後都展現穩定的投球。
n1_egg_2441,人気取りに迎合した政策では、長期的な課題は解決しない。,迎合人氣的政策無法解決長期課題。
n1_egg_2442,彼は優しそうに見えて、実はおおかみのような人物だった。,他看起來溫和，實際上卻是像狼一樣的人。
n1_egg_2443,雨上がりの道には水たまりがいくつも残っていた。,雨停後的路上留下好幾處積水。
n1_egg_2444,彼女は久しぶりに美容院でパーマをかけた。,她久違地去美容院燙了頭髮。
n1_egg_2445,新人選手ははつらつとした表情で練習に加わった。,新選手帶著朝氣蓬勃的表情加入練習。
n1_egg_2446,下請けの会社にも安全管理の責任がある。,承包公司也負有安全管理的責任。
n1_egg_2447,市場はすでに飽和し、新規参入は難しくなっている。,市場已經飽和，新進業者變得難以加入。
n1_egg_2448,失敗を忘れないよう、彼はその経験を自戒の言葉にした。,為了不忘記失敗，他把那次經驗化為自我警惕的話。
n1_egg_2449,この展示では、移民の歴史を主軸に構成している。,這次展覽以移民歷史為主軸來安排內容。
n1_egg_2450,老朽化した建物から住民が立ち退くことになった。,居民將從老舊建築中搬離。
n1_egg_2451,この魚は日本近海でよく見られる。,這種魚在日本近海很常見。
n1_egg_2452,土着の信仰は、今も祭りの中に残っている。,在地信仰至今仍保留在祭典之中。
n1_egg_2453,この茶にはほどよい渋みがある。,這款茶帶有恰到好處的澀味。
n1_egg_2454,契約書には解約条件を明示しておくべきだ。,契約書中應該清楚標明解約條件。
n1_egg_2455,この説は長く定説とされてきたが、近年見直されている。,這個說法長期被視為定論，但近年正在重新檢視。
n1_egg_2456,この仕事は責任感がなければ勤まらない。,這份工作如果沒有責任感就無法勝任。
n1_egg_2457,候補者は改革を訴えるスローガンを掲げた。,候選人提出訴求改革的口號。
n1_egg_2458,寺では早朝から座禅の体験会が開かれている。,寺院從清晨開始舉辦坐禪體驗活動。
n1_egg_2459,この美術館は近代絵画を多く所蔵している。,這座美術館收藏了許多近代繪畫。
n1_egg_2460,説明が足りない部分を、あとから書き足した。,說明不足的部分後來又補寫上去。
n1_egg_2461,微々たる金額でも、毎月積み立てれば大きくなる。,即使是微小的金額，每個月累積也會變大。
n1_egg_2462,利害が対立し、交渉は紛糾した。,由於利害對立，談判陷入混亂。
n1_egg_2463,旧来のやり方にこだわるだけでは、変化に対応できない。,只執著於舊有做法，就無法因應變化。
n1_egg_2464,飛行機は滑走路をゆっくり滑走し始めた。,飛機開始在跑道上緩慢滑行。
n1_egg_2465,研究成果を臨床の現場に生かすには時間がかかる。,要把研究成果運用到臨床現場需要時間。
n1_egg_2466,山里の小さな学校には、十人ほどの子どもが通っている。,山村裡的小學約有十名孩子就讀。
n1_egg_2467,片栗粉を加えると、スープにとろみが出る。,加入太白粉後，湯會出現濃稠感。
n1_egg_2468,同じ業界でも、企業によって業績の明暗が分かれた。,即使在同一產業，不同企業的業績也呈現好壞差異。
n1_egg_2469,予断を持たずに、まず事実を確認しよう。,不要預先下判斷，先確認事實吧。
n1_egg_2470,商業施設には新しいテナントが次々と入っている。,商業設施裡陸續進駐新的店面租戶。
n1_egg_2471,証拠は不十分だった。それゆえ、判断は保留された。,證據並不充分。因此，判斷被暫時保留。
n1_egg_2472,彼の底意地の悪さは、何気ない一言に表れていた。,他的心地惡劣，表現在不經意的一句話裡。
n1_egg_2473,彼は小心な性格で、人前ではなかなか意見を言えない。,他個性膽小，在眾人面前不太敢表達意見。
n1_egg_2474,専門家でも解けない。いわんや初心者には難しすぎる。,連專家都解不開，更何況對初學者來說太難了。
n1_egg_2475,広場では浴衣姿の人々が盆踊りを楽しんでいた。,廣場上穿著浴衣的人們開心跳著盆舞。
n1_egg_2476,彼女は『本当にそれでいいのか』と反問した。,她反問：「那樣真的可以嗎？」
n1_egg_2477,戦争で家族を失い、彼には寄る辺がなかった。,他在戰爭中失去家人，沒有可以依靠的地方。
n1_egg_2478,薬は決められた適量を守って飲んでください。,藥請按照規定的適量服用。
n1_egg_2479,霧の向こうに茫漠とした平原が広がっていた。,霧的另一端展開一片遼闊朦朧的平原。
n1_egg_2480,この名曲は、時代を超えて多くの人に愛されている。,這首名曲跨越時代，受到許多人喜愛。
n1_egg_2481,会社ぐるみの脱税が発覚し、社長は辞任した。,公司集體逃漏稅被揭發，社長因此辭職。
n1_egg_2482,新しい制度は、前年度の方針をほぼ踏襲している。,新制度大致沿用上一年度的方針。
n1_egg_2483,住民が一丸となって、被災地の復旧に取り組んだ。,居民團結一致投入災區復原。
n1_egg_2484,彼は入社式で、将来の抱負を力強く語った。,他在入社典禮上有力地談到未來抱負。
n1_egg_2485,夕日が海面に金色の光芒を放っていた。,夕陽在海面上放出金色光芒。
n1_egg_2486,彼は映画音楽の巨匠として世界的に知られている。,他以電影配樂大師的身分聞名世界。
n1_egg_2487,祖母は長年この作家の作品を愛読している。,祖母多年來一直喜愛閱讀這位作家的作品。
n1_egg_2488,人をだました罰が当たったのだと、彼は悔やんだ。,他懊悔地覺得，這是欺騙別人遭到的報應。
n1_egg_2489,多くの人の労苦によって、この橋は完成した。,這座橋是在許多人的辛勞下完成的。
n1_egg_2490,試験では設問をよく読んでから答えなさい。,考試時請仔細閱讀題目後再作答。
n1_egg_2491,古い資料を最新版に差し替えてください。,請把舊資料替換成最新版。
n1_egg_2492,若年層の投票率を上げる取り組みが進められている。,提高年輕族群投票率的措施正在推動。
